match_id,match,teamInnings,battingPos,batsmanName,out/not_out,runs,balls,4s,6s,SR
T20I # 1823,Namibia Vs Sri Lanka,Namibia,1,Michael van Lingen,out,3,6,0,0,50.00
T20I # 1823,Namibia Vs Sri Lanka,Namibia,2,Divan la Cock,out,9,9,1,0,100.00
T20I # 1823,Namibia Vs Sri Lanka,Namibia,3,Jan Nicol Loftie-Eaton,out,20,12,1,2,166.66
T20I # 1823,Namibia Vs Sri Lanka,Namibia,4,Stephan Baard,out,26,24,2,0,108.33
T20I # 1823,Namibia Vs Sri Lanka,Namibia,5,Gerhard Erasmus(c),out,20,24,0,0,83.33
T20I # 1823,Namibia Vs Sri Lanka,Namibia,6,Jan Frylinck,out,44,28,4,0,157.14
T20I # 1823,Namibia Vs Sri Lanka,Namibia,7,David Wiese,out,0,1,0,0,0.00
T20I # 1823,Namibia Vs Sri Lanka,Namibia,8,JJ Smit,not_out,31,16,2,2,193.75
T20I # 1823,Namibia Vs Sri Lanka,Sri Lanka,1,Pathum Nissanka,out,9,10,1,0,90.00
T20I # 1823,Namibia Vs Sri Lanka,Sri Lanka,2,Kusal Mendis,out,6,6,0,0,100.00
T20I # 1823,Namibia Vs Sri Lanka,Sri Lanka,3,Dhananjaya de Silva,out,12,11,1,0,109.09
T20I # 1823,Namibia Vs Sri Lanka,Sri Lanka,4,Danushka Gunathilaka,out,0,1,0,0,0.00
T20I # 1823,Namibia Vs Sri Lanka,Sri Lanka,5,Bhanuka Rajapaksa,out,20,21,2,0,95.23
T20I # 1823,Namibia Vs Sri Lanka,Sri Lanka,6,Dasun Shanaka(c),out,29,23,2,1,126.08
T20I # 1823,Namibia Vs Sri Lanka,Sri Lanka,7,Wanindu Hasaranga de Silva,out,4,8,0,0,50.00
T20I # 1823,Namibia Vs Sri Lanka,Sri Lanka,8,Chamika Karunaratne,out,5,8,0,0,62.50
T20I # 1823,Namibia Vs Sri Lanka,Sri Lanka,9,Pramod Madushan,out,0,0,0,0,-
T20I # 1823,Namibia Vs Sri Lanka,Sri Lanka,10,Dushmantha Chameera,out,8,15,0,0,53.33
T20I # 1823,Namibia Vs Sri Lanka,Sri Lanka,11,Maheesh Theekshana,not_out,11,11,0,1,100.00
T20I # 1825,U.A.E. Vs Netherlands,U.A.E.,1,Chirag Suri,out,12,20,1,0,60.00
T20I # 1825,U.A.E. Vs Netherlands,U.A.E.,2,Muhammad Waseem,out,41,47,1,2,87.23
T20I # 1825,U.A.E. Vs Netherlands,U.A.E.,3,Kashif Daud,out,15,14,0,1,107.14
T20I # 1825,U.A.E. Vs Netherlands,U.A.E.,4,Vriitya Aravind,out,18,21,0,0,85.71
T20I # 1825,U.A.E. Vs Netherlands,U.A.E.,5,Zawar Farid,out,2,4,0,0,50.00
T20I # 1825,U.A.E. Vs Netherlands,U.A.E.,6,Basil Hameed,out,4,4,1,0,100.00
T20I # 1825,U.A.E. Vs Netherlands,U.A.E.,7,Chundangapoyil Rizwan(c),out,1,2,0,0,50.00
T20I # 1825,U.A.E. Vs Netherlands,U.A.E.,8,Aayan Afzal Khan,out,5,7,0,0,71.42
T20I # 1825,U.A.E. Vs Netherlands,U.A.E.,9,Karthik Meiyappan,not_out,0,0,0,0,-
T20I # 1825,U.A.E. Vs Netherlands,U.A.E.,10,Junaid Siddique,not_out,0,1,0,0,0.00
T20I # 1825,U.A.E. Vs Netherlands,Netherlands,1,Vikramjit Singh,out,10,7,2,0,142.85
T20I # 1825,U.A.E. Vs Netherlands,Netherlands,2,Max O'Dowd,out,23,18,3,1,127.77
T20I # 1825,U.A.E. Vs Netherlands,Netherlands,3,Bas de Leede,out,14,18,1,0,77.77
T20I # 1825,U.A.E. Vs Netherlands,Netherlands,4,Colin Ackermann,out,17,19,1,0,89.47
T20I # 1825,U.A.E. Vs Netherlands,Netherlands,5,Tom Cooper,out,8,16,0,0,50.00
T20I # 1825,U.A.E. Vs Netherlands,Netherlands,6,Scott Edwards(c),not_out,16,19,0,0,84.21
T20I # 1825,U.A.E. Vs Netherlands,Netherlands,7,Roelof van der Merwe,out,0,2,0,0,0.00
T20I # 1825,U.A.E. Vs Netherlands,Netherlands,8,Tim Pringle,out,15,16,0,0,93.75
T20I # 1825,U.A.E. Vs Netherlands,Netherlands,9,Logan van Beek,not_out,4,4,0,0,100.00
T20I # 1826,Scotland Vs West Indies,Scotland,1,George Munsey,not_out,66,53,9,0,124.52
T20I # 1826,Scotland Vs West Indies,Scotland,2,Michael Jones,out,20,17,3,0,117.64
T20I # 1826,Scotland Vs West Indies,Scotland,3,Matthew Cross,out,3,5,0,0,60.00
T20I # 1826,Scotland Vs West Indies,Scotland,4,Richie Berrington(c),out,16,14,0,1,114.28
T20I # 1826,Scotland Vs West Indies,Scotland,5,Calum MacLeod,out,23,14,4,0,164.28
T20I # 1826,Scotland Vs West Indies,Scotland,6,Michael Leask,out,4,6,0,0,66.66
T20I # 1826,Scotland Vs West Indies,Scotland,7,Chris Greaves,not_out,16,11,2,0,145.45
T20I # 1826,Scotland Vs West Indies,West Indies,1,Kyle Mayers,out,20,13,3,1,153.84
T20I # 1826,Scotland Vs West Indies,West Indies,2,Evin Lewis,out,14,13,1,1,107.69
T20I # 1826,Scotland Vs West Indies,West Indies,3,Brandon King,out,17,15,3,0,113.33
T20I # 1826,Scotland Vs West Indies,West Indies,4,Nicholas Pooran(c),out,5,9,0,0,55.55
T20I # 1826,Scotland Vs West Indies,West Indies,5,Shamarh Brooks,out,4,9,0,0,44.44
T20I # 1826,Scotland Vs West Indies,West Indies,6,Rovman Powell,out,5,6,0,0,83.33
T20I # 1826,Scotland Vs West Indies,West Indies,7,Jason Holder,out,38,33,4,1,115.15
T20I # 1826,Scotland Vs West Indies,West Indies,8,Akeal Hosein,out,1,1,0,0,100.00
T20I # 1826,Scotland Vs West Indies,West Indies,9,Alzarri Joseph,out,0,1,0,0,0.00
T20I # 1826,Scotland Vs West Indies,West Indies,10,Odean Smith,out,5,8,0,0,62.50
T20I # 1826,Scotland Vs West Indies,West Indies,11,Obed McCoy,not_out,2,3,0,0,66.66
T20I # 1828,Zimbabwe Vs Ireland,Zimbabwe,1,Regis Chakabva,out,0,2,0,0,0.00
T20I # 1828,Zimbabwe Vs Ireland,Zimbabwe,2,Craig Ervine(c),out,9,12,1,0,75.00
T20I # 1828,Zimbabwe Vs Ireland,Zimbabwe,3,Wessly Madhevere,out,22,19,4,0,115.78
T20I # 1828,Zimbabwe Vs Ireland,Zimbabwe,4,Sean Williams,out,12,11,0,1,109.09
T20I # 1828,Zimbabwe Vs Ireland,Zimbabwe,5,Sikandar Raza,out,82,48,5,5,170.83
T20I # 1828,Zimbabwe Vs Ireland,Zimbabwe,6,Milton Shumba,out,16,14,1,0,114.28
T20I # 1828,Zimbabwe Vs Ireland,Zimbabwe,7,Ryan Burl,out,1,4,0,0,25.00
T20I # 1828,Zimbabwe Vs Ireland,Zimbabwe,8,Luke Jongwe,not_out,20,10,3,0,200.00
T20I # 1828,Zimbabwe Vs Ireland,Ireland,1,Paul Stirling,out,0,2,0,0,0.00
T20I # 1828,Zimbabwe Vs Ireland,Ireland,2,Andy Balbirnie(c),out,3,4,0,0,75.00
T20I # 1828,Zimbabwe Vs Ireland,Ireland,3,Lorcan Tucker,out,11,11,2,0,100.00
T20I # 1828,Zimbabwe Vs Ireland,Ireland,4,Harry Tector,out,1,4,0,0,25.00
T20I # 1828,Zimbabwe Vs Ireland,Ireland,5,Curtis Campher,out,27,22,1,0,122.72
T20I # 1828,Zimbabwe Vs Ireland,Ireland,6,George Dockrell,out,24,20,3,0,120.00
T20I # 1828,Zimbabwe Vs Ireland,Ireland,7,Gareth Delany,out,24,20,1,1,120.00
T20I # 1828,Zimbabwe Vs Ireland,Ireland,8,Mark Adair,out,9,10,0,1,90.00
T20I # 1828,Zimbabwe Vs Ireland,Ireland,9,Simi Singh,out,0,1,0,0,0.00
T20I # 1828,Zimbabwe Vs Ireland,Ireland,10,Barry McCarthy,not_out,22,16,1,2,137.50
T20I # 1828,Zimbabwe Vs Ireland,Ireland,11,Josh Little,not_out,7,11,1,0,63.63
T20I # 1830,Namibia Vs Netherlands,Namibia,1,Michael van Lingen,out,20,19,3,0,105.26
T20I # 1830,Namibia Vs Netherlands,Namibia,2,Divan la Cock,out,0,2,0,0,0.00
T20I # 1830,Namibia Vs Netherlands,Namibia,3,Stephan Baard,out,19,22,0,0,86.36
T20I # 1830,Namibia Vs Netherlands,Namibia,4,Jan Nicol Loftie-Eaton,out,0,2,0,0,0.00
T20I # 1830,Namibia Vs Netherlands,Namibia,5,Jan Frylinck,out,43,48,1,1,89.58
T20I # 1830,Namibia Vs Netherlands,Namibia,6,Gerhard Erasmus(c),out,16,18,0,0,88.88
T20I # 1830,Namibia Vs Netherlands,Namibia,7,David Wiese,not_out,11,5,1,0,220.00
T20I # 1830,Namibia Vs Netherlands,Namibia,8,JJ Smit,not_out,5,4,1,0,125.00
T20I # 1830,Namibia Vs Netherlands,Netherlands,1,Max O'Dowd,out,35,35,1,1,100.00
T20I # 1830,Namibia Vs Netherlands,Netherlands,2,Vikramjit Singh,out,39,31,3,2,125.80
T20I # 1830,Namibia Vs Netherlands,Netherlands,3,Bas de Leede,not_out,30,30,2,0,100.00
T20I # 1830,Namibia Vs Netherlands,Netherlands,4,Tom Cooper,out,6,6,1,0,100.00
T20I # 1830,Namibia Vs Netherlands,Netherlands,5,Colin Ackermann,out,0,2,0,0,0.00
T20I # 1830,Namibia Vs Netherlands,Netherlands,6,Scott Edwards(c),out,1,5,0,0,20.00
T20I # 1830,Namibia Vs Netherlands,Netherlands,7,Tim Pringle,not_out,8,9,0,0,88.88
T20I # 1832,Sri Lanka Vs U.A.E.,Sri Lanka,1,Pathum Nissanka,out,74,60,6,2,123.33
T20I # 1832,Sri Lanka Vs U.A.E.,Sri Lanka,2,Kusal Mendis,out,18,13,2,0,138.46
T20I # 1832,Sri Lanka Vs U.A.E.,Sri Lanka,3,Dhananjaya de Silva,out,33,21,3,1,157.14
T20I # 1832,Sri Lanka Vs U.A.E.,Sri Lanka,4,Bhanuka Rajapaksa,out,5,8,0,0,62.50
T20I # 1832,Sri Lanka Vs U.A.E.,Sri Lanka,5,Charith Asalanka,out,0,1,0,0,0.00
T20I # 1832,Sri Lanka Vs U.A.E.,Sri Lanka,6,Dasun Shanaka(c),out,0,1,0,0,0.00
T20I # 1832,Sri Lanka Vs U.A.E.,Sri Lanka,7,Wanindu Hasaranga de Silva,out,2,3,0,0,66.66
T20I # 1832,Sri Lanka Vs U.A.E.,Sri Lanka,8,Chamika Karunaratne,out,8,11,1,0,72.72
T20I # 1832,Sri Lanka Vs U.A.E.,Sri Lanka,9,Pramod Madushan,not_out,1,1,0,0,100.00
T20I # 1832,Sri Lanka Vs U.A.E.,Sri Lanka,10,Dushmantha Chameera,not_out,1,1,0,0,100.00
T20I # 1832,Sri Lanka Vs U.A.E.,U.A.E.,1,Muhammad Waseem,out,2,4,0,0,50.00
T20I # 1832,Sri Lanka Vs U.A.E.,U.A.E.,2,Chirag Suri,out,14,19,3,0,73.68
T20I # 1832,Sri Lanka Vs U.A.E.,U.A.E.,3,Aryan Lakra,out,1,3,0,0,33.33
T20I # 1832,Sri Lanka Vs U.A.E.,U.A.E.,4,Chundangapoyil Rizwan(c),out,1,3,0,0,33.33
T20I # 1832,Sri Lanka Vs U.A.E.,U.A.E.,5,Vriitya Aravind,out,9,18,1,0,50.00
T20I # 1832,Sri Lanka Vs U.A.E.,U.A.E.,6,Basil Hameed,out,2,6,0,0,33.33
T20I # 1832,Sri Lanka Vs U.A.E.,U.A.E.,7,Aayan Afzal Khan,out,19,21,1,0,90.47
T20I # 1832,Sri Lanka Vs U.A.E.,U.A.E.,8,Kashif Daud,out,0,4,0,0,0.00
T20I # 1832,Sri Lanka Vs U.A.E.,U.A.E.,9,Karthik Meiyappan,out,4,8,0,0,50.00
T20I # 1832,Sri Lanka Vs U.A.E.,U.A.E.,10,Junaid Siddique,out,18,16,1,1,112.50
T20I # 1832,Sri Lanka Vs U.A.E.,U.A.E.,11,Zahoor Khan,not_out,1,1,0,0,100.00
T20I # 1833,Scotland Vs Ireland,Scotland,1,George Munsey,out,1,2,0,0,50.00
T20I # 1833,Scotland Vs Ireland,Scotland,2,Michael Jones,out,86,55,6,4,156.36
T20I # 1833,Scotland Vs Ireland,Scotland,3,Matthew Cross,out,28,21,5,0,133.33
T20I # 1833,Scotland Vs Ireland,Scotland,4,Richie Berrington(c),out,37,27,3,1,137.03
T20I # 1833,Scotland Vs Ireland,Scotland,5,Michael Leask,not_out,17,13,2,0,130.76
T20I # 1833,Scotland Vs Ireland,Scotland,6,Calum MacLeod,out,0,3,0,0,0.00
T20I # 1833,Scotland Vs Ireland,Ireland,1,Paul Stirling,out,8,10,1,0,80.00
T20I # 1833,Scotland Vs Ireland,Ireland,2,Andy Balbirnie(c),out,14,12,2,0,116.66
T20I # 1833,Scotland Vs Ireland,Ireland,3,Lorcan Tucker,out,20,17,2,0,117.64
T20I # 1833,Scotland Vs Ireland,Ireland,4,Harry Tector,out,14,16,1,0,87.50
T20I # 1833,Scotland Vs Ireland,Ireland,5,Curtis Campher,not_out,72,32,7,2,225.00
T20I # 1833,Scotland Vs Ireland,Ireland,6,George Dockrell,not_out,39,27,4,1,144.44
T20I # 1834,West Indies Vs Zimbabwe,West Indies,1,Kyle Mayers,out,13,12,2,0,108.33
T20I # 1834,West Indies Vs Zimbabwe,West Indies,2,Johnson Charles,out,45,36,3,2,125.00
T20I # 1834,West Indies Vs Zimbabwe,West Indies,3,Evin Lewis,out,15,18,1,0,83.33
T20I # 1834,West Indies Vs Zimbabwe,West Indies,4,Nicholas Pooran(c),out,7,9,0,0,77.77
T20I # 1834,West Indies Vs Zimbabwe,West Indies,5,Rovman Powell,out,28,21,1,2,133.33
T20I # 1834,West Indies Vs Zimbabwe,West Indies,6,Shamarh Brooks,out,0,3,0,0,0.00
T20I # 1834,West Indies Vs Zimbabwe,West Indies,7,Jason Holder,out,4,3,0,0,133.33
T20I # 1834,West Indies Vs Zimbabwe,West Indies,8,Akeal Hosein,not_out,23,18,2,0,127.77
T20I # 1834,West Indies Vs Zimbabwe,West Indies,9,Odean Smith,not_out,1,2,0,0,50.00
T20I # 1834,West Indies Vs Zimbabwe,Zimbabwe,1,Wessly Madhevere,out,27,19,3,1,142.10
T20I # 1834,West Indies Vs Zimbabwe,Zimbabwe,2,Regis Chakabva(c),out,13,9,3,0,144.44
T20I # 1834,West Indies Vs Zimbabwe,Zimbabwe,3,Tony Munyonga,out,2,6,0,0,33.33
T20I # 1834,West Indies Vs Zimbabwe,Zimbabwe,4,Sean Williams,out,1,2,0,0,50.00
T20I # 1834,West Indies Vs Zimbabwe,Zimbabwe,5,Sikandar Raza,out,14,8,1,1,175.00
T20I # 1834,West Indies Vs Zimbabwe,Zimbabwe,6,Milton Shumba,out,2,9,0,0,22.22
T20I # 1834,West Indies Vs Zimbabwe,Zimbabwe,7,Ryan Burl,out,17,19,3,0,89.47
T20I # 1834,West Indies Vs Zimbabwe,Zimbabwe,8,Luke Jongwe,out,29,22,3,1,131.81
T20I # 1834,West Indies Vs Zimbabwe,Zimbabwe,9,Richard Ngarava,out,2,6,0,0,33.33
T20I # 1834,West Indies Vs Zimbabwe,Zimbabwe,10,Tendai Chatara,out,3,8,0,0,37.50
T20I # 1834,West Indies Vs Zimbabwe,Zimbabwe,11,Blessing Muzarabani,not_out,1,4,0,0,25.00
T20I # 1835,Sri Lanka Vs Netherlands,Sri Lanka,1,Pathum Nissanka,out,14,21,0,1,66.66
T20I # 1835,Sri Lanka Vs Netherlands,Sri Lanka,2,Kusal Mendis,out,79,44,5,5,179.54
T20I # 1835,Sri Lanka Vs Netherlands,Sri Lanka,3,Dhananjaya de Silva,out,0,1,0,0,0.00
T20I # 1835,Sri Lanka Vs Netherlands,Sri Lanka,4,Charith Asalanka,out,31,30,3,0,103.33
T20I # 1835,Sri Lanka Vs Netherlands,Sri Lanka,5,Bhanuka Rajapaksa,out,19,13,2,0,146.15
T20I # 1835,Sri Lanka Vs Netherlands,Sri Lanka,6,Dasun Shanaka(c),out,8,5,0,1,160.00
T20I # 1835,Sri Lanka Vs Netherlands,Sri Lanka,7,Wanindu Hasaranga de Silva,not_out,5,4,0,0,125.00
T20I # 1835,Sri Lanka Vs Netherlands,Sri Lanka,8,Chamika Karunaratne,not_out,2,2,0,0,100.00
T20I # 1835,Sri Lanka Vs Netherlands,Netherlands,1,Max O'Dowd,not_out,71,53,6,3,133.96
T20I # 1835,Sri Lanka Vs Netherlands,Netherlands,2,Vikramjit Singh,out,7,14,0,0,50.00
T20I # 1835,Sri Lanka Vs Netherlands,Netherlands,3,Bas de Leede,out,14,10,1,1,140.00
T20I # 1835,Sri Lanka Vs Netherlands,Netherlands,4,Colin Ackermann,out,0,1,0,0,0.00
T20I # 1835,Sri Lanka Vs Netherlands,Netherlands,5,Tom Cooper,out,16,19,2,0,84.21
T20I # 1835,Sri Lanka Vs Netherlands,Netherlands,6,Scott Edwards(c),out,21,15,3,0,140.00
T20I # 1835,Sri Lanka Vs Netherlands,Netherlands,7,Tim Pringle,out,2,4,0,0,50.00
T20I # 1835,Sri Lanka Vs Netherlands,Netherlands,8,Timm van der Gugten,out,0,1,0,0,0.00
T20I # 1835,Sri Lanka Vs Netherlands,Netherlands,9,Fred Klaassen,out,3,3,0,0,100.00
T20I # 1835,Sri Lanka Vs Netherlands,Netherlands,10,Paul van Meekeren,out,0,0,0,0,-
T20I # 1835,Sri Lanka Vs Netherlands,Netherlands,11,Roelof van der Merwe,not_out,0,1,0,0,0.00
T20I # 1836,U.A.E. Vs Namibia,U.A.E.,1,Muhammad Waseem,out,50,41,1,3,121.95
T20I # 1836,U.A.E. Vs Namibia,U.A.E.,2,Vriitya Aravind,out,21,32,2,0,65.62
T20I # 1836,U.A.E. Vs Namibia,U.A.E.,3,Chundangapoyil Rizwan(c),not_out,43,29,3,1,148.27
T20I # 1836,U.A.E. Vs Namibia,U.A.E.,4,Alishan Sharafu,out,4,4,0,0,100.00
T20I # 1836,U.A.E. Vs Namibia,U.A.E.,5,Basil Hameed,not_out,25,14,2,2,178.57
T20I # 1836,U.A.E. Vs Namibia,Namibia,1,Michael van Lingen,out,10,8,1,0,125.00
T20I # 1836,U.A.E. Vs Namibia,Namibia,2,Stephan Baard,out,4,6,1,0,66.66
T20I # 1836,U.A.E. Vs Namibia,Namibia,3,Jan Nicol Loftie-Eaton,out,1,6,0,0,16.66
T20I # 1836,U.A.E. Vs Namibia,Namibia,4,Gerhard Erasmus(c),out,16,18,2,0,88.88
T20I # 1836,U.A.E. Vs Namibia,Namibia,5,Jan Frylinck,out,14,17,1,0,82.35
T20I # 1836,U.A.E. Vs Namibia,Namibia,6,JJ Smit,out,3,3,0,0,100.00
T20I # 1836,U.A.E. Vs Namibia,Namibia,7,David Wiese,out,55,36,3,3,152.77
T20I # 1836,U.A.E. Vs Namibia,Namibia,8,Zane Green,out,2,3,0,0,66.66
T20I # 1836,U.A.E. Vs Namibia,Namibia,9,Ruben Trumpelmann,not_out,25,24,1,1,104.16
T20I # 1836,U.A.E. Vs Namibia,Namibia,10,Bernard Scholtz,not_out,1,1,0,0,100.00
T20I # 1837,West Indies Vs Ireland,West Indies,1,Kyle Mayers,out,1,5,0,0,20.00
T20I # 1837,West Indies Vs Ireland,West Indies,2,Johnson Charles,out,24,18,3,1,133.33
T20I # 1837,West Indies Vs Ireland,West Indies,3,Evin Lewis,out,13,18,0,0,72.22
T20I # 1837,West Indies Vs Ireland,West Indies,4,Brandon King,not_out,62,48,6,1,129.16
T20I # 1837,West Indies Vs Ireland,West Indies,5,Nicholas Pooran(c),out,13,11,0,1,118.18
T20I # 1837,West Indies Vs Ireland,West Indies,6,Rovman Powell,out,6,8,1,0,75.00
T20I # 1837,West Indies Vs Ireland,West Indies,7,Odean Smith,not_out,19,12,1,2,158.33
T20I # 1837,West Indies Vs Ireland,Ireland,1,Paul Stirling,not_out,66,48,6,2,137.50
T20I # 1837,West Indies Vs Ireland,Ireland,2,Andy Balbirnie(c),out,37,23,3,3,160.86
T20I # 1837,West Indies Vs Ireland,Ireland,3,Lorcan Tucker,not_out,45,35,2,2,128.57
T20I # 1838,Scotland Vs Zimbabwe,Scotland,1,George Munsey,out,54,51,7,0,105.88
T20I # 1838,Scotland Vs Zimbabwe,Scotland,2,Michael Jones,out,4,5,1,0,80.00
T20I # 1838,Scotland Vs Zimbabwe,Scotland,3,Matthew Cross,out,1,7,0,0,14.28
T20I # 1838,Scotland Vs Zimbabwe,Scotland,4,Richie Berrington(c),out,13,15,0,0,86.66
T20I # 1838,Scotland Vs Zimbabwe,Scotland,5,Calum MacLeod,out,25,26,1,0,96.15
T20I # 1838,Scotland Vs Zimbabwe,Scotland,6,Michael Leask,out,12,9,2,0,133.33
T20I # 1838,Scotland Vs Zimbabwe,Scotland,7,Chris Greaves,not_out,3,7,0,0,42.85
T20I # 1838,Scotland Vs Zimbabwe,Scotland,8,Josh Davey,not_out,4,3,0,0,133.33
T20I # 1838,Scotland Vs Zimbabwe,Zimbabwe,1,Regis Chakabva,out,4,3,1,0,133.33
T20I # 1838,Scotland Vs Zimbabwe,Zimbabwe,2,Craig Ervine(c),out,58,54,6,0,107.40
T20I # 1838,Scotland Vs Zimbabwe,Zimbabwe,3,Wessly Madhevere,out,0,5,0,0,0.00
T20I # 1838,Scotland Vs Zimbabwe,Zimbabwe,4,Sean Williams,out,7,12,0,0,58.33
T20I # 1838,Scotland Vs Zimbabwe,Zimbabwe,5,Sikandar Raza,out,40,23,3,2,173.91
T20I # 1838,Scotland Vs Zimbabwe,Zimbabwe,6,Milton Shumba,not_out,11,11,0,0,100.00
T20I # 1838,Scotland Vs Zimbabwe,Zimbabwe,7,Ryan Burl,not_out,9,5,1,0,180.00
T20I # 1839,New Zealand Vs Australia,New Zealand,1,Finn Allen,out,42,16,5,3,262.50
T20I # 1839,New Zealand Vs Australia,New Zealand,2,Devon Conway,not_out,92,58,7,2,158.62
T20I # 1839,New Zealand Vs Australia,New Zealand,3,Kane Williamson(c),out,23,23,1,1,100.00
T20I # 1839,New Zealand Vs Australia,New Zealand,4,Glenn Phillips,out,12,10,2,0,120.00
T20I # 1839,New Zealand Vs Australia,New Zealand,5,James Neesham,not_out,26,13,0,2,200.00
T20I # 1839,New Zealand Vs Australia,Australia,1,David Warner,out,5,6,1,0,83.33
T20I # 1839,New Zealand Vs Australia,Australia,2,Aaron Finch(c),out,13,11,1,1,118.18
T20I # 1839,New Zealand Vs Australia,Australia,3,Mitchell Marsh,out,16,12,2,1,133.33
T20I # 1839,New Zealand Vs Australia,Australia,4,Glenn Maxwell,out,28,20,3,1,140.00
T20I # 1839,New Zealand Vs Australia,Australia,5,Marcus Stoinis,out,7,14,0,0,50.00
T20I # 1839,New Zealand Vs Australia,Australia,6,Tim David,out,11,8,0,1,137.50
T20I # 1839,New Zealand Vs Australia,Australia,7,Matthew Wade,out,2,4,0,0,50.00
T20I # 1839,New Zealand Vs Australia,Australia,8,Pat Cummins,out,21,18,2,1,116.66
T20I # 1839,New Zealand Vs Australia,Australia,9,Mitchell Starc,out,4,7,0,0,57.14
T20I # 1839,New Zealand Vs Australia,Australia,10,Adam Zampa,out,0,2,0,0,0.00
T20I # 1839,New Zealand Vs Australia,Australia,11,Josh Hazlewood,not_out,1,1,0,0,100.00
T20I # 1840,Afghanistan Vs England,Afghanistan,1,Hazratullah Zazai,out,7,17,1,0,41.17
T20I # 1840,Afghanistan Vs England,Afghanistan,2,Rahmanullah Gurbaz,out,10,9,0,1,111.11
T20I # 1840,Afghanistan Vs England,Afghanistan,3,Ibrahim Zadran,out,32,32,3,1,100.00
T20I # 1840,Afghanistan Vs England,Afghanistan,4,Usman Ghani,out,30,30,3,0,100.00
T20I # 1840,Afghanistan Vs England,Afghanistan,5,Najibullah Zadran,out,13,11,0,1,118.18
T20I # 1840,Afghanistan Vs England,Afghanistan,6,Mohammad Nabi(c),out,3,5,0,0,60.00
T20I # 1840,Afghanistan Vs England,Afghanistan,7,Azmatullah Omarzai,out,8,6,1,0,133.33
T20I # 1840,Afghanistan Vs England,Afghanistan,8,Rashid Khan,out,0,1,0,0,0.00
T20I # 1840,Afghanistan Vs England,Afghanistan,9,Mujeeb Ur Rahman,out,0,1,0,0,0.00
T20I # 1840,Afghanistan Vs England,Afghanistan,10,Fareed Ahmad,not_out,2,4,0,0,50.00
T20I # 1840,Afghanistan Vs England,Afghanistan,11,Fazalhaq Farooqi,out,0,2,0,0,0.00
T20I # 1840,Afghanistan Vs England,England,1,Jos Buttler(c),out,18,18,3,0,100.00
T20I # 1840,Afghanistan Vs England,England,2,Alex Hales,out,19,20,0,1,95.00
T20I # 1840,Afghanistan Vs England,England,3,Dawid Malan,out,18,30,0,0,60.00
T20I # 1840,Afghanistan Vs England,England,4,Ben Stokes,out,2,4,0,0,50.00
T20I # 1840,Afghanistan Vs England,England,5,Liam Livingstone,not_out,29,21,3,0,138.09
T20I # 1840,Afghanistan Vs England,England,6,Harry Brook,out,7,6,0,0,116.66
T20I # 1840,Afghanistan Vs England,England,7,Moeen Ali,not_out,8,10,0,0,80.00
T20I # 1841,Ireland Vs Sri Lanka,Ireland,1,Paul Stirling,out,34,25,4,1,136.00
T20I # 1841,Ireland Vs Sri Lanka,Ireland,2,Andy Balbirnie(c),out,1,5,0,0,20.00
T20I # 1841,Ireland Vs Sri Lanka,Ireland,3,Lorcan Tucker,out,10,11,1,0,90.90
T20I # 1841,Ireland Vs Sri Lanka,Ireland,4,Harry Tector,out,45,42,2,1,107.14
T20I # 1841,Ireland Vs Sri Lanka,Ireland,5,Curtis Campher,out,2,4,0,0,50.00
T20I # 1841,Ireland Vs Sri Lanka,Ireland,6,George Dockrell,out,14,16,0,0,87.50
T20I # 1841,Ireland Vs Sri Lanka,Ireland,7,Gareth Delany,out,9,6,1,0,150.00
T20I # 1841,Ireland Vs Sri Lanka,Ireland,8,Mark Adair,out,0,1,0,0,0.00
T20I # 1841,Ireland Vs Sri Lanka,Ireland,9,Simi Singh,not_out,7,8,1,0,87.50
T20I # 1841,Ireland Vs Sri Lanka,Ireland,10,Barry McCarthy,not_out,2,2,0,0,100.00
T20I # 1841,Ireland Vs Sri Lanka,Sri Lanka,1,Kusal Mendis,not_out,68,43,5,3,158.13
T20I # 1841,Ireland Vs Sri Lanka,Sri Lanka,2,Dhananjaya de Silva,out,31,25,2,1,124.00
T20I # 1841,Ireland Vs Sri Lanka,Sri Lanka,3,Charith Asalanka,not_out,31,22,2,0,140.90
T20I # 1842,Pakistan Vs India,Pakistan,1,Mohammad Rizwan,out,4,12,1,0,33.33
T20I # 1842,Pakistan Vs India,Pakistan,2,Babar Azam(c),out,0,1,0,0,0.00
T20I # 1842,Pakistan Vs India,Pakistan,3,Shan Masood,not_out,52,42,5,0,123.80
T20I # 1842,Pakistan Vs India,Pakistan,4,Iftikhar Ahmed,out,51,34,2,4,150.00
T20I # 1842,Pakistan Vs India,Pakistan,5,Shadab Khan,out,5,6,1,0,83.33
T20I # 1842,Pakistan Vs India,Pakistan,6,Haider Ali,out,2,4,0,0,50.00
T20I # 1842,Pakistan Vs India,Pakistan,7,Mohammad Nawaz,out,9,6,2,0,150.00
T20I # 1842,Pakistan Vs India,Pakistan,8,Asif Ali,out,2,3,0,0,66.66
T20I # 1842,Pakistan Vs India,Pakistan,9,Shaheen Shah Afridi,out,16,8,1,1,200.00
T20I # 1842,Pakistan Vs India,Pakistan,10,Haris Rauf,not_out,6,4,0,1,150.00
T20I # 1842,Pakistan Vs India,India,1,KL Rahul,out,4,8,0,0,50.00
